OpenTime,CloseTime,Side,Entry,Exit,Reason,Lots,Commission,NetProfit
2020-01-08 13:00:00,2020-01-08 23:00:00,BUY,1.0912635419136005,1.0919952036643674,tp,0.1,0.7000000000000001,6.616617507668877
2020-01-09 07:00:00,2020-01-09 10:00:00,SELL,1.090321465857978,1.089306367681937,tp,0.1,0.7000000000000001,9.45098176041063
2020-01-10 02:00:00,2020-01-11 03:00:00,BUY,1.0915976567674228,1.0901443368578991,sl,0.1,0.7000000000000001,-15.23319909523687
2020-01-11 04:00:00,2020-01-11 07:00:00,SELL,1.09031985830574,1.0909400364930537,sl,0.1,0.7000000000000001,-6.9017818731363585
2020-01-11 19:00:00,2020-01-12 01:00:00,BUY,1.0910077227190518,1.0904812046715757,signal,0.1,0.7000000000000001,-5.965180474760545
2020-01-12 01:00:00,2020-01-12 06:00:00,SELL,1.0904812046715757,1.0909655668598357,sl,0.1,0.7000000000000001,-5.543621882599791
2020-01-12 08:00:00,2020-01-12 10:00:00,BUY,1.0912798531256078,1.090723505373234,sl,0.1,0.7000000000000001,-6.26347752373787
2020-01-12 12:00:00,2020-01-13 05:00:00,SELL,1.0903528173344494,1.0909533161416287,sl,0.1,0.7000000000000001,-6.7049880717927275
2020-01-13 07:00:00,2020-01-13 09:00:00,BUY,1.0911096534683573,1.0903123423336472,sl,0.1,0.7000000000000001,-8.673111347101548
2020-01-13 10:00:00,2020-01-13 12:00:00,SELL,1.089992251172656,1.0888796105974599,tp,0.1,0.7000000000000001,10.426405751962223
2020-01-14 09:00:00,2020-01-14 12:00:00,BUY,1.090347227710327,1.089249513822135,sl,0.1,0.7000000000000001,-11.6771388819202
2020-01-14 18:00:00,2020-01-14 19:00:00,SELL,1.0880832218035286,1.089232791108933,sl,0.1,0.7000000000000001,-12.195693054044408
2020-01-14 23:00:00,2020-01-15 04:00:00,BUY,1.0901230871788559,1.088884469920081,sl,0.1,0.7000000000000001,-13.086172587748322
2020-01-15 07:00:00,2020-01-15 09:00:00,SELL,1.08806299053263,1.0893966539752409,sl,0.1,0.7000000000000001,-14.036634426108773
2020-01-18 16:00:00,2020-01-18 18:00:00,BUY,1.0842995192102078,1.082978292870318,sl,0.1,0.7000000000000001,-13.912263398898471
2020-01-18 19:00:00,2020-01-20 07:00:00,SELL,1.082675817309685,1.0806396228294624,tp,0.1,0.7000000000000001,19.661944802227417
2020-01-21 11:00:00,2020-01-22 01:00:00,BUY,1.0813946112287347,1.0819144452415141,tp,0.1,0.7000000000000001,4.4983401277944095
2020-01-23 11:00:00,2020-01-24 10:00:00,SELL,1.0816845170457674,1.0811038654782599,tp,0.1,0.7000000000000001,5.106515675075285
2020-01-26 02:00:00,2020-01-26 18:00:00,BUY,1.0817433834053294,1.0809618665073422,sl,0.1,0.7000000000000001,-8.515168979872223
2020-01-28 03:00:00,2020-01-28 05:00:00,SELL,1.0810710209789904,1.079297277372785,tp,0.1,0.7000000000000001,17.03743606205525
2020-01-29 03:00:00,2020-01-29 11:00:00,BUY,1.0815134097575951,1.079517905866145,sl,0.1,0.7000000000000001,-20.655038914500903
2020-01-29 12:00:00,2020-01-30 19:00:00,SELL,1.0787098377991193,1.0799182655299968,signal,0.1,0.7000000000000001,-12.784277308774815
2020-01-30 19:00:00,2020-01-31 06:00:00,BUY,1.0799182655299968,1.0837211002493674,tp,0.1,0.7000000000000001,37.32834719370596
2020-02-01 18:00:00,2020-02-01 23:00:00,SELL,1.0839046907459045,1.0817589752185974,tp,0.1,0.7000000000000001,20.757155273070243
2020-02-03 14:00:00,2020-02-03 18:00:00,BUY,1.0818162168312797,1.0810417013340097,sl,0.1,0.7000000000000001,-8.44515497270034
2020-02-03 23:00:00,2020-02-04 18:00:00,SELL,1.0793124699467533,1.0780268810223912,tp,0.1,0.7000000000000001,12.155889243621466
2020-02-05 13:00:00,2020-02-05 17:00:00,BUY,1.079151228624297,1.0796159275832542,tp,0.1,0.7000000000000001,3.9469895895717704
2020-02-06 07:00:00,2020-02-06 15:00:00,SELL,1.0782605755667942,1.0771245089221204,tp,0.1,0.7000000000000001,10.660666446738055
2020-02-08 01:00:00,2020-02-08 06:00:00,BUY,1.0764622926510516,1.0805057625814742,tp,0.1,0.7000000000000001,39.73469930422594
2020-02-10 12:00:00,2020-02-12 10:00:00,SELL,1.076313934768219,1.0786931384616028,signal,0.1,0.7000000000000001,-24.492036933838467
2020-02-12 10:00:00,2020-02-14 16:00:00,BUY,1.0786931384616028,1.0782535790017673,signal,0.1,0.7000000000000001,-5.095594598354258
2020-02-14 16:00:00,2020-02-14 23:00:00,SELL,1.0782535790017673,1.0766852429616338,tp,0.1,0.7000000000000001,14.983360401335112
2020-02-16 12:00:00,2020-02-17 12:00:00,BUY,1.0770227185948134,1.0762983235175692,signal,0.1,0.7000000000000001,-7.943950772441998
2020-02-17 12:00:00,2020-02-17 19:00:00,SELL,1.0762983235175692,1.07494994880949,tp,0.1,0.7000000000000001,12.783747080791365
2020-02-19 05:00:00,2020-02-19 10:00:00,BUY,1.075474342767644,1.0744943678067527,sl,0.1,0.7000000000000001,-10.499749608914167
2020-02-19 13:00:00,2020-02-19 18:00:00,SELL,1.0744573425444253,1.0735429914687404,tp,0.1,0.7000000000000001,8.443510756848273
2020-02-21 08:00:00,2020-02-21 11:00:00,BUY,1.0729538072450593,1.0742117044770148,tp,0.1,0.7000000000000001,11.878972319554627
2020-02-22 07:00:00,2020-02-23 05:00:00,SELL,1.0724532546813088,1.07461827386862,sl,0.1,0.7000000000000001,-22.350191873112678
2020-02-23 07:00:00,2020-02-23 12:00:00,BUY,1.0752316892131304,1.077592162123693,tp,0.1,0.7000000000000001,22.904729105626277
2020-02-25 03:00:00,2020-02-25 05:00:00,SELL,1.082747975531594,1.084812391766572,signal,0.1,0.7000000000000001,-21.344162349778838
2020-02-25 05:00:00,2020-02-25 07:00:00,BUY,1.084812391766572,1.082288577831052,signal,0.1,0.7000000000000001,-25.93813935519925
2020-02-25 07:00:00,2020-02-25 16:00:00,SELL,1.082288577831052,1.0777072069816571,tp,0.1,0.7000000000000001,45.11370849394917
2020-02-26 12:00:00,2020-02-27 20:00:00,BUY,1.0810866028950965,1.0838530502149681,tp,0.1,0.7000000000000001,26.964473198716345
2020-02-28 08:00:00,2020-02-28 10:00:00,SELL,1.0814912314743093,1.082887104809009,sl,0.1,0.7000000000000001,-14.658733346997042
2020-02-28 13:00:00,2020-02-28 16:00:00,BUY,1.0840923551228818,1.0825499640143603,sl,0.1,0.7000000000000001,-16.123911085215013
2020-03-03 15:00:00,2020-03-03 19:00:00,SELL,1.0904555549881554,1.091850430858047,sl,0.1,0.7000000000000001,-14.648758698916208
2020-03-04 15:00:00,2020-03-05 01:00:00,BUY,1.0922097181418677,1.0966707779325549,tp,0.1,0.7000000000000001,43.91059790687116
2020-03-05 11:00:00,2020-03-05 22:00:00,SELL,1.0873138609328705,1.0919531388005688,sl,0.1,0.7000000000000001,-47.09277867698244
2020-03-06 03:00:00,2020-03-06 05:00:00,BUY,1.0926703589638118,1.0968202319446636,tp,0.1,0.7000000000000001,40.79872980851788
2020-03-07 11:00:00,2020-03-09 06:00:00,SELL,1.093549244005747,1.0951210852681752,signal,0.1,0.7000000000000001,-16.41841262428153
2020-03-09 06:00:00,2020-03-09 20:00:00,BUY,1.0951210852681752,1.0941319778857195,sl,0.1,0.7000000000000001,-10.591073824557228
2020-03-09 23:00:00,2020-03-10 03:00:00,SELL,1.0934142543145038,1.0942698087365006,sl,0.1,0.7000000000000001,-9.255544219968069
2020-03-11 16:00:00,2020-03-12 02:00:00,BUY,1.0924204977546923,1.0931287151422546,tp,0.1,0.7000000000000001,6.382173875623266
2020-03-12 12:00:00,2020-03-13 04:00:00,SELL,1.0917364889385164,1.0911584019377023,tp,0.1,0.7000000000000001,5.080870008140759
